bank_entry_id,settlement_batch_id,booked_at,credited_amount,currency,bank_reference,description
SYNTH-BANK-000126,SYNTH-BATCH-EUR-2026-01-10-0004,2026-01-10T00:05:24Z,1333.68,EUR,SYNTH-BANK-REF-000126,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-10-0004
SYNTH-BANK-000127,SYNTH-BATCH-EUR-2026-01-10-0005,2026-01-09T19:32:49Z,2675.91,EUR,SYNTH-BANK-REF-000127,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-10-0005
SYNTH-BANK-000128,SYNTH-BATCH-EUR-2026-01-10-0006,2026-01-09T14:56:03Z,5964.74,EUR,SYNTH-BANK-REF-000128,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-10-0006
SYNTH-BANK-000129,SYNTH-BATCH-EUR-2026-01-10-0007,2026-01-09T20:58:00Z,1051.31,EUR,SYNTH-BANK-REF-000129,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-10-0007
SYNTH-BANK-000130,SYNTH-BATCH-EUR-2026-01-10-0008,2026-01-09T16:59:16Z,2309.88,EUR,SYNTH-BANK-REF-000130,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-10-0008
SYNTH-BANK-000131,SYNTH-BATCH-EUR-2026-01-10-0009,2026-01-09T22:55:15Z,2708.44,EUR,SYNTH-BANK-REF-000131,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-10-0009
SYNTH-BANK-000132,SYNTH-BATCH-EUR-2026-01-10-0010,2026-01-09T18:08:58Z,4914.96,EUR,SYNTH-BANK-REF-000132,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-10-0010
SYNTH-BANK-000133,SYNTH-BATCH-EUR-2026-01-10-0011,2026-01-09T09:49:33Z,1711.32,EUR,SYNTH-BANK-REF-000133,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-10-0011
SYNTH-BANK-000134,SYNTH-BATCH-EUR-2026-01-10-0012,2026-01-09T19:42:51Z,6743.25,EUR,SYNTH-BANK-REF-000134,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-10-0012
SYNTH-BANK-000135,SYNTH-BATCH-EUR-2026-01-11-0000,2026-01-10T16:59:57Z,2761.15,EUR,SYNTH-BANK-REF-000135,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-11-0000
SYNTH-BANK-000136,SYNTH-BATCH-EUR-2026-01-11-0001,2026-01-10T22:03:44Z,3989.47,EUR,SYNTH-BANK-REF-000136,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-11-0001
SYNTH-BANK-000137,SYNTH-BATCH-EUR-2026-01-11-0002,2026-01-10T18:39:44Z,4750.69,EUR,SYNTH-BANK-REF-000137,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-11-0002
SYNTH-BANK-000138,SYNTH-BATCH-EUR-2026-01-11-0003,2026-01-11T00:02:12Z,3648.06,EUR,SYNTH-BANK-REF-000138,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-11-0003
SYNTH-BANK-000139,SYNTH-BATCH-EUR-2026-01-11-0004,2026-01-10T19:43:22Z,4171.65,EUR,SYNTH-BANK-REF-000139,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-11-0004
SYNTH-BANK-000140,SYNTH-BATCH-EUR-2026-01-11-0005,2026-01-10T11:40:27Z,3022.02,EUR,SYNTH-BANK-REF-000140,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-11-0005
SYNTH-BANK-000141,SYNTH-BATCH-EUR-2026-01-11-0006,2026-01-10T21:14:30Z,3167.53,EUR,SYNTH-BANK-REF-000141,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-11-0006
SYNTH-BANK-000142,SYNTH-BATCH-EUR-2026-01-11-0007,2026-01-10T13:21:31Z,1487.57,EUR,SYNTH-BANK-REF-000142,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-11-0007
SYNTH-BANK-000143,SYNTH-BATCH-EUR-2026-01-11-0008,2026-01-10T22:40:26Z,3931.34,EUR,SYNTH-BANK-REF-000143,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-11-0008
SYNTH-BANK-000144,SYNTH-BATCH-EUR-2026-01-11-0009,2026-01-10T14:56:38Z,3224.46,EUR,SYNTH-BANK-REF-000144,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-11-0009
SYNTH-BANK-000145,SYNTH-BATCH-EUR-2026-01-11-0010,2026-01-10T20:37:01Z,5771.01,EUR,SYNTH-BANK-REF-000145,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-11-0010
SYNTH-BANK-000146,SYNTH-BATCH-EUR-2026-01-11-0011,2026-01-10T16:08:16Z,2600.51,EUR,SYNTH-BANK-REF-000146,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-11-0011
SYNTH-BANK-000147,SYNTH-BATCH-EUR-2026-01-11-0012,2026-01-10T21:47:46Z,3756.73,EUR,SYNTH-BANK-REF-000147,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-11-0012
SYNTH-BANK-000148,SYNTH-BATCH-EUR-2026-01-12-0000,2026-01-11T22:48:14Z,3559.78,EUR,SYNTH-BANK-REF-000148,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-12-0000
SYNTH-BANK-000149,SYNTH-BATCH-EUR-2026-01-12-0001,2026-01-11T14:31:03Z,2617.09,EUR,SYNTH-BANK-REF-000149,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-12-0001
SYNTH-BANK-000150,SYNTH-BATCH-EUR-2026-01-12-0002,2026-01-11T19:49:12Z,5710.41,EUR,SYNTH-BANK-REF-000150,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-12-0002
SYNTH-BANK-000151,SYNTH-BATCH-EUR-2026-01-12-0003,2026-01-11T15:38:55Z,3470.01,EUR,SYNTH-BANK-REF-000151,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-12-0003
SYNTH-BANK-000152,SYNTH-BATCH-EUR-2026-01-12-0004,2026-01-11T22:06:48Z,3678.14,EUR,SYNTH-BANK-REF-000152,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-12-0004
SYNTH-BANK-000153,SYNTH-BATCH-EUR-2026-01-12-0005,2026-01-11T17:27:45Z,2237.48,EUR,SYNTH-BANK-REF-000153,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-12-0005
SYNTH-BANK-000154,SYNTH-BATCH-EUR-2026-01-12-0006,2026-01-11T23:35:17Z,4416.88,EUR,SYNTH-BANK-REF-000154,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-12-0006
SYNTH-BANK-000155,SYNTH-BATCH-EUR-2026-01-12-0007,2026-01-11T19:19:39Z,3097.43,EUR,SYNTH-BANK-REF-000155,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-12-0007
SYNTH-BANK-000156,SYNTH-BATCH-EUR-2026-01-12-0008,2026-01-11T14:21:41Z,4556.56,EUR,SYNTH-BANK-REF-000156,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-12-0008
SYNTH-BANK-000157,SYNTH-BATCH-EUR-2026-01-12-0009,2026-01-11T20:12:39Z,1205.32,EUR,SYNTH-BANK-REF-000157,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-12-0009
SYNTH-BANK-000158,SYNTH-BATCH-EUR-2026-01-12-0010,2026-01-11T16:38:36Z,4340.45,EUR,SYNTH-BANK-REF-000158,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-12-0010
SYNTH-BANK-000159,SYNTH-BATCH-EUR-2026-01-12-0011,2026-01-11T22:37:52Z,2030.35,EUR,SYNTH-BANK-REF-000159,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-12-0011
SYNTH-BANK-000160,SYNTH-BATCH-EUR-2026-01-12-0012,2026-01-11T18:17:15Z,3374.92,EUR,SYNTH-BANK-REF-000160,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-12-0012
SYNTH-BANK-000161,SYNTH-BATCH-EUR-2026-01-13-0000,2026-01-12T14:28:59Z,280.93,EUR,SYNTH-BANK-REF-000161,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-13-0000
SYNTH-BANK-000162,SYNTH-BATCH-EUR-2026-01-13-0001,2026-01-12T20:37:38Z,3927.39,EUR,SYNTH-BANK-REF-000162,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-13-0001
SYNTH-BANK-000163,SYNTH-BATCH-EUR-2026-01-13-0002,2026-01-12T15:49:26Z,3090.38,EUR,SYNTH-BANK-REF-000163,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-13-0002
SYNTH-BANK-000164,SYNTH-BATCH-EUR-2026-01-13-0003,2026-01-12T21:49:36Z,4327.76,EUR,SYNTH-BANK-REF-000164,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-13-0003
SYNTH-BANK-000165,SYNTH-BATCH-EUR-2026-01-13-0004,2026-01-12T18:09:35Z,1286.21,EUR,SYNTH-BANK-REF-000165,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-13-0004
SYNTH-BANK-000166,SYNTH-BATCH-EUR-2026-01-13-0005,2026-01-12T23:04:40Z,3353.16,EUR,SYNTH-BANK-REF-000166,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-13-0005
SYNTH-BANK-000167,SYNTH-BATCH-EUR-2026-01-13-0006,2026-01-12T19:19:31Z,1990.35,EUR,SYNTH-BANK-REF-000167,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-13-0006
SYNTH-BANK-000168,SYNTH-BATCH-EUR-2026-01-13-0007,2026-01-12T15:28:45Z,6225.04,EUR,SYNTH-BANK-REF-000168,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-13-0007
SYNTH-BANK-000169,SYNTH-BATCH-EUR-2026-01-13-0008,2026-01-12T20:47:31Z,1351.24,EUR,SYNTH-BANK-REF-000169,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-13-0008
SYNTH-BANK-000170,SYNTH-BATCH-EUR-2026-01-13-0009,2026-01-12T16:15:13Z,6527.40,EUR,SYNTH-BANK-REF-000170,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-13-0009
SYNTH-BANK-000171,SYNTH-BATCH-EUR-2026-01-13-0010,2026-01-12T22:37:08Z,1424.40,EUR,SYNTH-BANK-REF-000171,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-13-0010
SYNTH-BANK-000172,SYNTH-BATCH-EUR-2026-01-13-0011,2026-01-12T18:32:04Z,4229.66,EUR,SYNTH-BANK-REF-000172,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-13-0011
SYNTH-BANK-000173,SYNTH-BATCH-EUR-2026-01-13-0012,2026-01-12T23:38:49Z,4227.55,EUR,SYNTH-BANK-REF-000173,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-13-0012
SYNTH-BANK-000174,SYNTH-BATCH-EUR-2026-01-14-0000,2026-01-13T20:20:01Z,3708.84,EUR,SYNTH-BANK-REF-000174,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-14-0000
SYNTH-BANK-000175,SYNTH-BATCH-EUR-2026-01-14-0001,2026-01-13T16:07:03Z,2522.24,EUR,SYNTH-BANK-REF-000175,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-14-0001
SYNTH-BANK-000176,SYNTH-BATCH-EUR-2026-01-14-0002,2026-01-13T22:28:36Z,1885.51,EUR,SYNTH-BANK-REF-000176,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-14-0002
SYNTH-BANK-000177,SYNTH-BATCH-EUR-2026-01-14-0003,2026-01-13T17:33:38Z,3280.52,EUR,SYNTH-BANK-REF-000177,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-14-0003
SYNTH-BANK-000178,SYNTH-BATCH-EUR-2026-01-14-0004,2026-01-14T00:09:55Z,1944.99,EUR,SYNTH-BANK-REF-000178,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-14-0004
SYNTH-BANK-000179,SYNTH-BATCH-EUR-2026-01-14-0005,2026-01-13T19:30:04Z,1101.17,EUR,SYNTH-BANK-REF-000179,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-14-0005
SYNTH-BANK-000180,SYNTH-BATCH-EUR-2026-01-14-0006,2026-01-13T11:15:50Z,1765.53,EUR,SYNTH-BANK-REF-000180,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-14-0006
SYNTH-BANK-000181,SYNTH-BATCH-EUR-2026-01-14-0007,2026-01-13T21:31:42Z,3374.26,EUR,SYNTH-BANK-REF-000181,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-14-0007
SYNTH-BANK-000182,SYNTH-BATCH-EUR-2026-01-14-0008,2026-01-13T12:34:20Z,1461.80,EUR,SYNTH-BANK-REF-000182,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-14-0008
SYNTH-BANK-000183,SYNTH-BATCH-EUR-2026-01-14-0009,2026-01-13T22:24:08Z,2164.99,EUR,SYNTH-BANK-REF-000183,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-14-0009
SYNTH-BANK-000184,SYNTH-BATCH-EUR-2026-01-14-0010,2026-01-13T14:15:47Z,3170.78,EUR,SYNTH-BANK-REF-000184,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-14-0010
SYNTH-BANK-000185,SYNTH-BATCH-EUR-2026-01-14-0011,2026-01-13T23:57:45Z,4229.59,EUR,SYNTH-BANK-REF-000185,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-14-0011
SYNTH-BANK-000186,SYNTH-BATCH-EUR-2026-01-14-0012,2026-01-13T15:42:54Z,3421.00,EUR,SYNTH-BANK-REF-000186,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-14-0012
SYNTH-BANK-000187,SYNTH-BATCH-EUR-2026-01-15-0000,2026-01-14T12:04:12Z,3606.16,EUR,SYNTH-BANK-REF-000187,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-15-0000
SYNTH-BANK-000188,SYNTH-BATCH-EUR-2026-01-15-0001,2026-01-14T22:47:56Z,2860.61,EUR,SYNTH-BANK-REF-000188,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-15-0001
SYNTH-BANK-000189,SYNTH-BATCH-EUR-2026-01-15-0002,2026-01-14T13:39:58Z,3585.82,EUR,SYNTH-BANK-REF-000189,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-15-0002
SYNTH-BANK-000190,SYNTH-BATCH-EUR-2026-01-15-0003,2026-01-14T19:47:50Z,4570.16,EUR,SYNTH-BANK-REF-000190,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-15-0003
SYNTH-BANK-000191,SYNTH-BATCH-EUR-2026-01-15-0004,2026-01-14T15:09:28Z,1555.97,EUR,SYNTH-BANK-REF-000191,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-15-0004
SYNTH-BANK-000192,SYNTH-BATCH-EUR-2026-01-15-0005,2026-01-14T21:40:59Z,2286.98,EUR,SYNTH-BANK-REF-000192,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-15-0005
SYNTH-BANK-000193,SYNTH-BATCH-EUR-2026-01-15-0006,2026-01-14T16:49:33Z,1497.90,EUR,SYNTH-BANK-REF-000193,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-15-0006
SYNTH-BANK-000194,SYNTH-BATCH-EUR-2026-01-15-0007,2026-01-14T22:33:42Z,6033.60,EUR,SYNTH-BANK-REF-000194,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-15-0007
SYNTH-BANK-000195,SYNTH-BATCH-EUR-2026-01-15-0008,2026-01-14T18:18:34Z,1684.92,EUR,SYNTH-BANK-REF-000195,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-15-0008
SYNTH-BANK-000196,SYNTH-BATCH-EUR-2026-01-15-0009,2026-01-14T15:04:55Z,2929.13,EUR,SYNTH-BANK-REF-000196,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-15-0009
SYNTH-BANK-000197,SYNTH-BATCH-EUR-2026-01-15-0010,2026-01-14T20:31:20Z,1785.24,EUR,SYNTH-BANK-REF-000197,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-15-0010
SYNTH-BANK-000198,SYNTH-BATCH-EUR-2026-01-15-0011,2026-01-14T16:20:27Z,4596.98,EUR,SYNTH-BANK-REF-000198,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-15-0011
SYNTH-BANK-000199,SYNTH-BATCH-EUR-2026-01-15-0012,2026-01-14T21:32:36Z,2954.06,EUR,SYNTH-BANK-REF-000199,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-15-0012
SYNTH-BANK-000200,SYNTH-BATCH-EUR-2026-01-16-0000,2026-01-15T18:45:17Z,3222.65,EUR,SYNTH-BANK-REF-000200,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-16-0000
SYNTH-BANK-000201,SYNTH-BATCH-EUR-2026-01-16-0001,2026-01-15T14:34:21Z,864.16,EUR,SYNTH-BANK-REF-000201,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-16-0001
SYNTH-BANK-000202,SYNTH-BATCH-EUR-2026-01-16-0002,2026-01-15T20:26:01Z,2656.11,EUR,SYNTH-BANK-REF-000202,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-16-0002
SYNTH-BANK-000203,SYNTH-BATCH-EUR-2026-01-16-0003,2026-01-15T15:49:42Z,3929.11,EUR,SYNTH-BANK-REF-000203,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-16-0003
SYNTH-BANK-000204,SYNTH-BATCH-EUR-2026-01-16-0004,2026-01-15T21:25:47Z,3475.49,EUR,SYNTH-BANK-REF-000204,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-16-0004
SYNTH-BANK-000205,SYNTH-BATCH-EUR-2026-01-16-0005,2026-01-15T17:38:43Z,2819.98,EUR,SYNTH-BANK-REF-000205,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-16-0005
SYNTH-BANK-000206,SYNTH-BATCH-EUR-2026-01-16-0006,2026-01-15T23:39:13Z,2835.62,EUR,SYNTH-BANK-REF-000206,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-16-0006
SYNTH-BANK-000207,SYNTH-BATCH-EUR-2026-01-16-0007,2026-01-15T18:36:38Z,3681.90,EUR,SYNTH-BANK-REF-000207,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-16-0007
SYNTH-BANK-000208,SYNTH-BATCH-EUR-2026-01-16-0008,2026-01-15T14:27:08Z,1432.54,EUR,SYNTH-BANK-REF-000208,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-16-0008
SYNTH-BANK-000209,SYNTH-BATCH-EUR-2026-01-16-0009,2026-01-15T20:47:11Z,4300.80,EUR,SYNTH-BANK-REF-000209,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-16-0009
SYNTH-BANK-000210,SYNTH-BATCH-EUR-2026-01-16-0010,2026-01-15T16:38:15Z,2379.69,EUR,SYNTH-BANK-REF-000210,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-16-0010
SYNTH-BANK-000211,SYNTH-BATCH-EUR-2026-01-16-0011,2026-01-15T22:24:07Z,3839.07,EUR,SYNTH-BANK-REF-000211,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-16-0011
SYNTH-BANK-000212,SYNTH-BATCH-EUR-2026-01-16-0012,2026-01-15T18:10:11Z,3384.72,EUR,SYNTH-BANK-REF-000212,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-16-0012
SYNTH-BANK-000213,SYNTH-BATCH-EUR-2026-01-17-0000,2026-01-16T14:56:49Z,1136.59,EUR,SYNTH-BANK-REF-000213,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-17-0000
SYNTH-BANK-000214,SYNTH-BATCH-EUR-2026-01-17-0001,2026-01-16T20:36:15Z,6772.49,EUR,SYNTH-BANK-REF-000214,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-17-0001
SYNTH-BANK-000215,SYNTH-BATCH-EUR-2026-01-17-0002,2026-01-16T15:46:01Z,4322.90,EUR,SYNTH-BANK-REF-000215,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-17-0002
SYNTH-BANK-000216,SYNTH-BATCH-EUR-2026-01-17-0003,2026-01-16T22:07:43Z,3481.21,EUR,SYNTH-BANK-REF-000216,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-17-0003
SYNTH-BANK-000217,SYNTH-BATCH-EUR-2026-01-17-0004,2026-01-16T18:11:20Z,1441.83,EUR,SYNTH-BANK-REF-000217,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-17-0004
SYNTH-BANK-000218,SYNTH-BATCH-EUR-2026-01-17-0005,2026-01-16T23:57:57Z,2078.67,EUR,SYNTH-BANK-REF-000218,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-17-0005
SYNTH-BANK-000219,SYNTH-BATCH-EUR-2026-01-17-0006,2026-01-16T19:04:33Z,1219.97,EUR,SYNTH-BANK-REF-000219,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-17-0006
SYNTH-BANK-000220,SYNTH-BATCH-EUR-2026-01-17-0007,2026-01-16T15:21:20Z,5731.81,EUR,SYNTH-BANK-REF-000220,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-17-0007
SYNTH-BANK-000221,SYNTH-BATCH-EUR-2026-01-17-0008,2026-01-16T20:30:58Z,2699.90,EUR,SYNTH-BANK-REF-000221,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-17-0008
SYNTH-BANK-000222,SYNTH-BATCH-EUR-2026-01-17-0009,2026-01-16T16:41:31Z,3339.22,EUR,SYNTH-BANK-REF-000222,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-17-0009
SYNTH-BANK-000223,SYNTH-BATCH-EUR-2026-01-17-0010,2026-01-16T22:54:14Z,2950.17,EUR,SYNTH-BANK-REF-000223,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-17-0010
SYNTH-BANK-000224,SYNTH-BATCH-EUR-2026-01-17-0011,2026-01-16T18:11:43Z,3438.99,EUR,SYNTH-BANK-REF-000224,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-17-0011
SYNTH-BANK-000225,SYNTH-BATCH-EUR-2026-01-17-0012,2026-01-16T23:36:34Z,2562.21,EUR,SYNTH-BANK-REF-000225,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-17-0012
SYNTH-BANK-000226,SYNTH-BATCH-EUR-2026-01-18-0000,2026-01-17T20:09:22Z,2659.89,EUR,SYNTH-BANK-REF-000226,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-18-0000
SYNTH-BANK-000227,SYNTH-BATCH-EUR-2026-01-18-0001,2026-01-17T12:38:04Z,1436.38,EUR,SYNTH-BANK-REF-000227,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-18-0001
SYNTH-BANK-000228,SYNTH-BATCH-EUR-2026-01-18-0002,2026-01-17T21:58:03Z,3854.12,EUR,SYNTH-BANK-REF-000228,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-18-0002
SYNTH-BANK-000229,SYNTH-BATCH-EUR-2026-01-18-0003,2026-01-17T13:41:52Z,889.78,EUR,SYNTH-BANK-REF-000229,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-18-0003
SYNTH-BANK-000230,SYNTH-BATCH-EUR-2026-01-18-0004,2026-01-17T23:32:46Z,3714.32,EUR,SYNTH-BANK-REF-000230,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-18-0004
SYNTH-BANK-000231,SYNTH-BATCH-EUR-2026-01-18-0005,2026-01-17T15:19:07Z,2591.95,EUR,SYNTH-BANK-REF-000231,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-18-0005
SYNTH-BANK-000232,SYNTH-BATCH-EUR-2026-01-18-0006,2026-01-17T21:27:27Z,4787.30,EUR,SYNTH-BANK-REF-000232,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-18-0006
SYNTH-BANK-000233,SYNTH-BATCH-EUR-2026-01-18-0007,2026-01-17T16:45:47Z,2057.63,EUR,SYNTH-BANK-REF-000233,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-18-0007
SYNTH-BANK-000234,SYNTH-BATCH-EUR-2026-01-18-0008,2026-01-17T22:56:06Z,4931.19,EUR,SYNTH-BANK-REF-000234,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-18-0008
SYNTH-BANK-000235,SYNTH-BATCH-EUR-2026-01-18-0009,2026-01-17T18:57:57Z,1788.65,EUR,SYNTH-BANK-REF-000235,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-18-0009
SYNTH-BANK-000236,SYNTH-BATCH-EUR-2026-01-18-0010,2026-01-17T14:16:12Z,1947.54,EUR,SYNTH-BANK-REF-000236,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-18-0010
SYNTH-BANK-000237,SYNTH-BATCH-EUR-2026-01-18-0011,2026-01-17T19:44:52Z,1002.27,EUR,SYNTH-BANK-REF-000237,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-18-0011
SYNTH-BANK-000238,SYNTH-BATCH-EUR-2026-01-18-0012,2026-01-17T15:34:57Z,2376.04,EUR,SYNTH-BANK-REF-000238,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-18-0012
SYNTH-BANK-000239,SYNTH-BATCH-EUR-2026-01-19-0000,2026-01-18T22:01:35Z,2599.08,EUR,SYNTH-BANK-REF-000239,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-19-0000
SYNTH-BANK-000240,SYNTH-BATCH-EUR-2026-01-19-0001,2026-01-18T18:19:56Z,3677.44,EUR,SYNTH-BANK-REF-000240,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-19-0001
SYNTH-BANK-000241,SYNTH-BATCH-EUR-2026-01-19-0002,2026-01-19T00:08:23Z,3911.59,EUR,SYNTH-BANK-REF-000241,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-19-0002
SYNTH-BANK-000242,SYNTH-BATCH-EUR-2026-01-19-0003,2026-01-18T20:05:48Z,993.26,EUR,SYNTH-BANK-REF-000242,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-19-0003
SYNTH-BANK-000243,SYNTH-BATCH-EUR-2026-01-19-0004,2026-01-18T15:14:47Z,4230.59,EUR,SYNTH-BANK-REF-000243,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-19-0004
SYNTH-BANK-000244,SYNTH-BATCH-EUR-2026-01-19-0005,2026-01-18T21:09:01Z,989.65,EUR,SYNTH-BANK-REF-000244,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-19-0005
SYNTH-BANK-000245,SYNTH-BATCH-EUR-2026-01-19-0006,2026-01-18T17:16:33Z,4524.55,EUR,SYNTH-BANK-REF-000245,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-19-0006
SYNTH-BANK-000246,SYNTH-BATCH-EUR-2026-01-19-0007,2026-01-18T22:57:22Z,2261.26,EUR,SYNTH-BANK-REF-000246,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-19-0007
SYNTH-BANK-000247,SYNTH-BATCH-EUR-2026-01-19-0008,2026-01-18T19:02:33Z,2709.93,EUR,SYNTH-BANK-REF-000247,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-19-0008
SYNTH-BANK-000248,SYNTH-BATCH-EUR-2026-01-19-0009,2026-01-18T14:27:59Z,2665.76,EUR,SYNTH-BANK-REF-000248,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-19-0009
SYNTH-BANK-000249,SYNTH-BATCH-EUR-2026-01-19-0010,2026-01-18T20:02:52Z,5168.18,EUR,SYNTH-BANK-REF-000249,Synthetic settlement for SYNTH-BATCH-EUR-2026-01-19-0010
